Year,Month,Commodity No,Commodity,UN code,Country Name,Import Value (BD),Import Value (USA $),Import Weight (KG),Import Quantity,UM,Import_Date
2021,July,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,HK,HONG KONG,52.805,143.88283378746596,1.605,2.0,NO,2021-07-01
2021,July,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,BA,BOSNIA & HERZEGOVINA,72.364,197.17711171662123,0.4,3.0,NO,2021-07-01
2021,July,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,CA,CANADA,42.204,114.99727520435968,1.455,3.0,NO,2021-07-01
2021,July,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,RO,ROMANIA,268.567,731.7901907356949,1.36,7.0,NO,2021-07-01
2021,July,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,FR,FRANCE,1557.457,4243.75204359673,6.021999999999999,19.0,NO,2021-07-01
2021,July,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,DO,DOMINICAN REPUBLIC,39.612,107.93460490463217,1.45,24.0,NO,2021-07-01
2021,July,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,PL,POLAND,438.398,1194.5449591280656,420.5,28.0,NO,2021-07-01
2021,July,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,NI,NICARAGUA,61.627,167.92098092643053,2.21,36.0,NO,2021-07-01
2021,July,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,SV,EL SALVADOR,215.955,588.433242506812,29.265,51.0,NO,2021-07-01
2021,July,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,TW,TAIWAN,451.632,1230.6049046321525,421.643,68.0,NO,2021-07-01
2021,July,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,GB,UNITED KINGDOM,1594.6699999999994,4345.149863760216,37.853000000000016,105.0,NO,2021-07-01
2021,July,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,BG,BULGARIA,1363.019,3713.948228882834,28.767,148.0,NO,2021-07-01
2021,July,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,MU,MAURITIUS,498.36800000000005,1357.9509536784742,38.688,169.0,NO,2021-07-01
2021,July,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,IT,ITALY,29406.632000000005,80127.06267029974,146.99499999999995,596.0,NO,2021-07-01
2021,July,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,MM,MYANMAR,1986.475,5412.738419618529,493.7510000000001,1357.0,NO,2021-07-01
2021,July,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,PK,PAKISTAN,8169.478999999998,22260.16076294277,799.753,2015.0,NO,2021-07-01
2021,July,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,BD,BANGLADESH,70073.256,190935.30245231607,12546.491999999997,59974.0,NO,2021-07-01
2021,July,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,CN,CHINA,177774.0430000001,484397.9373297005,30685.29800000001,154346.0,NO,2021-07-01
2021,April,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,AL,ALBANIA,20.605246,54.80118617021276,0.233,1.0,NO,2021-04-01
2021,April,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,CH,SWITZERLAND,319.917913532,850.845514712766,11.628,26.0,NO,2021-04-01
2021,April,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,FR,FRANCE,331.541874314,881.7603040265957,2.427,12.0,NO,2021-04-01
2021,April,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,GB,UNITED KINGDOM,1341.439266031121,3567.657622423194,156.48399999999998,473.0,NO,2021-04-01
2021,April,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,GE,GEORGIA,331.58530957000005,881.8758233244682,48.80200000000001,84.0,NO,2021-04-01
2021,April,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,GR,GREECE,362.669816504,964.5473843191488,2.6,15.0,NO,2021-04-01
2021,April,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,LK,SRI LANKA,2945.5886840857984,7834.012457674996,146.19299999999998,566.0,NO,2021-04-01
2021,April,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,LT,LITHUANIA,59.49046652,158.2193258510638,0.5,1.0,NO,2021-04-01
2021,April,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,MD,REPUBLIC OF MOLDOVA,222.530701232,591.8369713617021,17.039,68.0,NO,2021-04-01
2021,April,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,MG,MADAGASCAR,176.44772524,469.275865,3.4,27.0,NO,2021-04-01
2021,April,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,MR,MAURITANIA,76.8787134,204.4646632978724,1.369,5.0,NO,2021-04-01
2021,April,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,PE,PERU,1281.9433196799998,3409.423722553191,27.109,114.0,NO,2021-04-01
2021,April,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,PK,PAKISTAN,23149.8887481372,61568.853053556384,11311.380999999998,2807.0,NO,2021-04-01
2021,April,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,SV,EL SALVADOR,1444.60074657,3842.023262154255,99.313,246.0,NO,2021-04-01
2021,April,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,US,UNITED STATES OF AMERICA,470.890673472,1252.3688124255318,4.5600000000000005,12.0,NO,2021-04-01
2021,May,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,ET,ETHIOPIA,16.6555125084,44.296575820212766,2.485,13.0,NO,2021-05-01
2021,May,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,FR,FRANCE,3296.858881464,8768.241706021276,16.506,18.0,NO,2021-05-01
2021,May,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,GT,GUATEMALA,641.4095747878,1705.8765286909577,112.594,171.0,NO,2021-05-01
2021,May,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,MA,MOROCCO,7689.3533510379,20450.40784850505,301.351,1892.0,NO,2021-05-01
2021,May,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,MD,REPUBLIC OF MOLDOVA,55.66810855000001,148.05348018617022,2.973,11.0,NO,2021-05-01
2021,May,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,MG,MADAGASCAR,50.801709200000005,135.11092872340427,2.3,4.0,NO,2021-05-01
2021,May,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,MX,MEXICO,831.764863731,2212.140595029255,51.945,274.0,NO,2021-05-01
2021,May,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,PK,PAKISTAN,23484.479044725224,62458.72086363092,1093.756,4751.0,NO,2021-05-01
2021,May,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,PT,PORTUGAL,27232.833670421107,72427.7491234604,899.8620000000002,3422.0,NO,2021-05-01
2021,May,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,RO,ROMANIA,103.668572773,275.7142892898936,2.813,13.0,NO,2021-05-01
2021,May,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,RS,SERBIA,512.5102138,1363.0590792553191,55.447,99.0,NO,2021-05-01
2021,May,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,SI,SLOVENIA,286.75039679,762.6340340159574,26.08,51.0,NO,2021-05-01
2021,March,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,BE,BELGIUM,79.74062138000001,212.0761206914894,7.207,21.0,NO,2021-03-01
2021,March,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,GB,UNITED KINGDOM,394.8939661974893,1050.2499100997054,38.126,134.0,NO,2021-03-01
2021,March,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,GE,GEORGIA,1141.77352887,3036.6317257180854,106.76,323.0,NO,2021-03-01
2021,March,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,GT,GUATEMALA,2126.36097363,5655.2153553989365,40.625,176.0,NO,2021-03-01
2021,March,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,IT,ITALY,34389.84635833899,91462.35733600796,227.30500000000004,692.0,NO,2021-03-01
2021,March,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,KH,CAMBODIA,17578.662250932597,46751.76130567181,1459.5970000000002,2787.0,NO,2021-03-01
2021,March,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,MA,MOROCCO,7243.48496977,19264.587685558512,286.0190000000002,1672.0,NO,2021-03-01
2021,March,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,MD,REPUBLIC OF MOLDOVA,185.96619432,494.5909423404256,14.014,59.0,NO,2021-03-01
2021,March,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,MX,MEXICO,1034.73957316,2751.966949893617,132.79999999999998,233.0,NO,2021-03-01
2021,March,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,MY,MALAYSIA,3415.368606380801,9083.42714462979,228.092,528.0,NO,2021-03-01
2021,March,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,PL,POLAND,910.92554656,2422.674325957447,18.867,44.0,NO,2021-03-01
2021,March,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,PT,PORTUGAL,51376.40143776888,136639.36552598106,1599.7869999999991,6177.0,NO,2021-03-01
2021,March,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,SV,EL SALVADOR,925.6671635499998,2461.88075412234,160.353,282.0,NO,2021-03-01
2021,March,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,TH,THAILAND,2855.974018281001,7595.675580534576,344.016,1012.0,NO,2021-03-01
2021,March,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,TW,TAIWAN,210.87312,560.8327659574468,510.0,20.0,NO,2021-03-01
2021,August,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,PK,PAKISTAN,35299.791000000005,93882.42287234044,2692.681,9726.0,NO,2021-08-01
2021,August,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,IT,ITALY,31099.983,82712.72074468085,190.527,534.0,NO,2021-08-01
2021,August,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,KH,CAMBODIA,12505.499999999998,33259.30851063829,979.868,3092.0,NO,2021-08-01
2021,August,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,MA,MOROCCO,8879.463,23615.593085106382,423.74000000000007,2147.0,NO,2021-08-01
2021,August,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,ID,INDONESIA,8245.378000000002,21929.196808510645,756.1210000000002,2763.0,NO,2021-08-01
2021,August,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,FR,FRANCE,2192.868,5832.095744680851,59.806,78.0,NO,2021-08-01
2021,August,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,RS,SERBIA,1944.253,5170.885638297872,148.689,523.0,NO,2021-08-01
2021,August,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,AE,UNITED ARAB EMIRATES,840.8280000000001,2236.244680851064,93.755,436.0,NO,2021-08-01
2021,August,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,GA,GABON,592.95,1576.994680851064,990.0,30.0,NO,2021-08-01
2021,August,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,RO,ROMANIA,56.689,150.76861702127658,2.857,9.0,NO,2021-08-01
2021,August,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,SE,SWEDEN,40.009,106.40691489361704,1.545,9.0,NO,2021-08-01
2021,August,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,XB,Returned Bahrain Goods,32.286,85.86702127659575,0.2,1.0,NO,2021-08-01
2021,August,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,CA,CANADA,5.368,14.276595744680852,0.509,1.0,NO,2021-08-01
2021,August,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,AL,ALBANIA,3.411,9.0718085106383,0.137,1.0,NO,2021-08-01
2021,September,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,CA,CANADA,5.543,14.742021276595745,0.426,1.0,NO,2021-09-01
2021,September,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,US,UNITED STATES OF AMERICA,198.252,527.2659574468086,0.6,6.0,NO,2021-09-01
2021,September,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,GR,GREECE,173.973,462.6941489361702,2.4,8.0,NO,2021-09-01
2021,September,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,ET,ETHIOPIA,25.257,67.17287234042553,5.002,21.0,NO,2021-09-01
2021,September,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,ES,SPAIN,125.012,332.47872340425533,4.0,22.0,NO,2021-09-01
2021,September,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,IR,IRAN,259.469,690.0771276595744,75.0,25.0,NO,2021-09-01
2021,September,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,PH,PHILIPPINES,709.774,1887.6968085106384,46.595000000000006,155.0,NO,2021-09-01
2021,September,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,HT,HAITI,489.184,1301.021276595745,35.2,188.0,NO,2021-09-01
2021,September,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,RS,SERBIA,1087.3680000000002,2891.9361702127662,77.466,307.0,NO,2021-09-01
2021,September,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,KR,REPUBLIC OF KOREA,3365.906,8951.877659574468,69.548,380.0,NO,2021-09-01
2021,September,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,FR,FRANCE,5854.449,15570.343085106382,89.789,385.0,NO,2021-09-01
2021,September,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,JP,JAPAN,6285.234999999999,16716.05053191489,151.28499999999997,447.0,NO,2021-09-01
2021,September,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,PK,PAKISTAN,13922.272999999996,37027.32180851064,1106.7629999999997,2550.0,NO,2021-09-01
2021,September,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,KH,CAMBODIA,10578.555000000008,28134.454787234063,1061.861,2766.0,NO,2021-09-01
2021,September,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,CM,CAMEROON,3993.701,10621.545212765956,783.52,4578.0,NO,2021-09-01
2021,September,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,ID,INDONESIA,25539.738000000005,67924.83510638299,3979.265,5896.0,NO,2021-09-01
2021,September,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,VN,VIETNAM,36878.07600000001,98079.98936170214,4059.0440000000017,10619.0,NO,2021-09-01
2021,September,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,TR,TURKEY,44957.62400000003,119568.1489361703,3819.254000000001,14679.0,NO,2021-09-01
2021,September,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,IN,INDIA,162799.5149999999,432977.433510638,32523.57099999998,148593.0,NO,2021-09-01
2021,June,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,MK,MACEDONIA,5.842,15.537234042553193,0.2,1.0,NO,2021-06-01
2021,June,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,MD,REPUBLIC OF MOLDOVA,16.883,44.90159574468085,0.549,3.0,NO,2021-06-01
2021,June,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,PH,PHILIPPINES,257.759,685.529255319149,3.5,15.0,NO,2021-06-01
2021,June,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,MG,MADAGASCAR,74.329,197.68351063829783,1.98,18.0,NO,2021-06-01
2021,June,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,TN,TUNISIA,958.591,2549.44414893617,6.978,53.0,NO,2021-06-01
2021,June,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,MM,MYANMAR,116.773,310.5664893617021,41.988,58.0,NO,2021-06-01
2021,June,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,US,UNITED STATES OF AMERICA,618.6760000000002,1645.4148936170218,9.51,62.0,NO,2021-06-01
2021,June,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,MY,MALAYSIA,450.728,1198.7446808510638,54.204,106.0,NO,2021-06-01
2021,June,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,MX,MEXICO,1218.751,3241.359042553192,25.508,219.0,NO,2021-06-01
2021,June,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,TK,TOKELAU,5902.794,15698.920212765956,62.675,328.0,NO,2021-06-01
2021,June,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,PE,PERU,3964.3580000000006,10543.50531914894,104.238,446.0,NO,2021-06-01
2021,June,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,AE,UNITED ARAB EMIRATES,1632.969,4343.002659574468,286.7,941.0,NO,2021-06-01
2021,June,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,KH,CAMBODIA,12791.012999999995,34018.651595744675,339.0609999999999,1346.0,NO,2021-06-01
2021,June,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,VN,VIETNAM,8761.979000000003,23303.13563829788,394.3,1483.0,NO,2021-06-01
2021,June,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,PT,PORTUGAL,28984.95,77087.63297872338,520.2980000000001,1674.0,NO,2021-06-01
2021,June,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,TR,TURKEY,52468.121000000014,139542.87500000003,6041.092999999998,31019.0,NO,2021-06-01
2021,June,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,CN,CHINA,91691.32799999994,243859.9148936169,15281.628000000012,72998.0,NO,2021-06-01
2021,November,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,BN,BRUNEI,386.543,1028.039893617021,20.0,140.0,NO,2021-11-01
2021,November,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,CN,CHINA,127071.35399999992,337955.7287234037,21686.078000000005,62491.0,NO,2021-11-01
2021,November,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,CO,COLOMBIA,37.585,99.96010638297872,6.29,33.0,NO,2021-11-01
2021,November,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,ET,ETHIOPIA,3.208,8.53191489361702,0.204,2.0,NO,2021-11-01
2021,November,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,FR,FRANCE,565.889,1505.023936170213,13.669999999999998,58.0,NO,2021-11-01
2021,November,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,HU,HUNGARY,3.459,9.199468085106384,0.193,1.0,NO,2021-11-01
2021,November,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,ID,INDONESIA,16802.285,44686.92819148938,3010.579,18801.0,NO,2021-11-01
2021,November,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,IN,INDIA,131440.83000000013,349576.67553191487,26455.365999999976,92210.0,NO,2021-11-01
2021,November,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,IT,ITALY,18546.354,49325.40957446807,140.29099999999997,308.0,NO,2021-11-01
2021,November,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,JO,JORDAN,12.546,33.36702127659574,0.7,2.0,NO,2021-11-01
2021,November,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,KR,REPUBLIC OF KOREA,52.052,138.43617021276594,1.5,2.0,NO,2021-11-01
2021,November,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,KW,KUWAIT,261.814,696.313829787234,72.0,45.0,NO,2021-11-01
2021,November,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,MA,MOROCCO,4735.601,12594.6835106383,212.1560000000001,951.0,NO,2021-11-01
2021,November,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,MX,MEXICO,3615.384000000001,9615.382978723406,256.536,718.0,NO,2021-11-01
2021,November,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,MY,MALAYSIA,1070.677,2847.545212765958,104.488,282.0,NO,2021-11-01
2021,November,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,PE,PERU,448.515,1192.8590425531916,8.945,24.0,NO,2021-11-01
2021,November,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,PL,POLAND,2166.864,5762.936170212766,150.21699999999998,380.0,NO,2021-11-01
2021,November,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,PT,PORTUGAL,34910.60299999999,92847.34840425527,1018.5119999999996,2965.0,NO,2021-11-01
2021,November,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,TN,TUNISIA,1301.986,3462.728723404255,29.684000000000005,172.0,NO,2021-11-01
2021,November,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,TR,TURKEY,47414.44300000001,126102.24202127656,5764.414000000008,16407.0,NO,2021-11-01
2021,November,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,TW,TAIWAN,155.509,413.5877659574468,77.958,25.0,NO,2021-11-01
2021,November,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,VN,VIETNAM,15993.432999999995,42535.72606382978,1450.983,4070.0,NO,2021-11-01
2021,October,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,HK,HONG KONG,22.95,61.03723404255319,0.1,1.0,NO,2021-10-01
2021,October,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,MO,MACAU,13.625,36.236702127659576,0.296,1.0,NO,2021-10-01
2021,October,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,BE,BELGIUM,8.058,21.430851063829788,0.6459999999999999,2.0,NO,2021-10-01
2021,October,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,CA,CANADA,60.0,159.5744680851064,0.1,2.0,NO,2021-10-01
2021,October,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,ES,SPAIN,14.318,38.07978723404256,1.037,5.0,NO,2021-10-01
2021,October,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,RO,ROMANIA,113.468,301.77659574468083,10.8,34.0,NO,2021-10-01
2021,October,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,MT,MALTA,80.03399999999999,212.8563829787234,42.1,43.0,NO,2021-10-01
2021,October,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,GU,GUAM,848.442,2256.494680851064,19.606,56.0,NO,2021-10-01
2021,October,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,MM,MYANMAR,193.89700000000005,515.683510638298,49.064,103.0,NO,2021-10-01
2021,October,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,RS,SERBIA,404.742,1076.441489361702,26.526,107.0,NO,2021-10-01
2021,October,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,HN,HONDURAS,564.6850000000001,1501.8218085106384,40.673,165.0,NO,2021-10-01
2021,October,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,MU,MAURITIUS,2186.0,5813.829787234043,58.76200000000001,263.0,NO,2021-10-01
2021,October,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,MK,MACEDONIA,1329.369,3535.5558510638302,78.28,265.0,NO,2021-10-01
2021,October,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,MX,MEXICO,2732.231,7266.571808510637,164.87699999999998,481.0,NO,2021-10-01
2021,October,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,TH,THAILAND,769.387,2046.242021276596,127.0,526.0,NO,2021-10-01
2021,October,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,MA,MOROCCO,2901.0259999999994,7715.494680851062,136.07799999999995,623.0,NO,2021-10-01
2021,October,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,LK,SRI LANKA,2598.133,6909.92819148936,239.661,709.0,NO,2021-10-01
2021,October,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,EG,EGYPT,4656.968999999998,12385.555851063826,497.8600000000001,816.0,NO,2021-10-01
2021,October,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,KH,CAMBODIA,6386.683000000002,16985.859042553195,482.5220000000003,1184.0,NO,2021-10-01
2021,October,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,TR,TURKEY,50924.76,135438.19148936172,10301.83,23317.0,NO,2021-10-01
2021,December,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,AU,AUSTRALIA,13.201,35.10904255319149,1.0,1.0,NO,2021-12-01
2021,December,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,KR,REPUBLIC OF KOREA,82.552,219.55319148936167,1.727,2.0,NO,2021-12-01
2021,December,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,CO,COLOMBIA,8.335,22.167553191489365,1.1,4.0,NO,2021-12-01
2021,December,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,JP,JAPAN,314.19800000000004,835.6329787234043,35.653,23.0,NO,2021-12-01
2021,December,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,MG,MADAGASCAR,81.116,215.7340425531915,2.672,23.0,NO,2021-12-01
2021,December,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,PH,PHILIPPINES,663.217,1763.875,18.183,48.0,NO,2021-12-01
2021,December,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,GB,UNITED KINGDOM,2299.302,6115.16489361702,40.531000000000006,70.0,NO,2021-12-01
2021,December,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,MM,MYANMAR,179.128,476.4042553191489,59.07900000000001,99.0,NO,2021-12-01
2021,December,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,GT,GUATEMALA,1748.3100000000002,4649.760638297873,28.524000000000004,146.0,NO,2021-12-01
2021,December,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,TN,TUNISIA,2480.7560000000003,6597.755319148937,46.282,164.0,NO,2021-12-01
2021,December,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,GE,GEORGIA,887.7660000000001,2361.0797872340427,75.77999999999999,213.0,NO,2021-12-01
2021,December,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,IT,ITALY,30182.499000000007,80272.60372340427,245.18500000000003,570.0,NO,2021-12-01
2021,December,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,AE,UNITED ARAB EMIRATES,1763.097,4689.087765957447,1335.598,1199.0,NO,2021-12-01
2021,December,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,KH,CAMBODIA,8455.743999999997,22488.680851063826,526.4089999999999,1846.0,NO,2021-12-01
2021,December,61091000,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,ID,INDONESIA,7248.711999999999,19278.489361702123,896.645,2617.0,NO,2021-12-01
